2025-12-16 02:38:52,157 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 12:50:00,110 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 12:50:04,972 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.35, "sell_confidence": 0.25, "hold_confidence": 0.4, "next_day_view": "HOLD", "explanation": "RSI near 51 indicates neutral momentum, MACD declining but above signal, recent volatility and mixed signals suggest consolidation; no strong directional bias."}}
2025-12-16 12:50:04,977 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.35, 0.25, 0.4], "view": "HOLD", "explanation": "RSI near 51 indicates neutral momentum, MACD declining but above signal, recent volatility and mixed signals suggest consolidation; no strong directional bias."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.07326523661613464, 1.3861184418201447, 0.08373169898986817], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
2025-12-16 13:07:13,510 | WARNING | 6 out of the last 6 calls to <function TensorFlowTrainer.make_predict_function.<locals>.one_step_on_data_distributed at 0x73359864e0c0> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings could be due to (1) creating @tf.function repeatedly in a loop, (2) passing tensors with different shapes, (3) passing Python objects instead of tensors. For (1), please define your @tf.function outside of the loop. For (2), @tf.function has reduce_retracing=True option that can avoid unnecessary retracing. For (3), please refer to https://www.tensorflow.org/guide/function#controlling_retracing and https://www.tensorflow.org/api_docs/python/tf/function for  more details.
2025-12-16 13:07:15,861 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 13:07:17,934 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.35, "sell_confidence": 0.45, "hold_confidence": 0.2, "next_day_view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but trending downward from recent highs. MACD (2.292) remains below signal line (3.490) showing bearish momentum. Price has declined from recent peak of 286.19 to 274.61, with resistance near 287.36. Stochastic at 16.8 suggests oversold conditions but momentum remains weak. Recent volatility and failed breakout attempt suggest potential for further downside."}}
2025-12-16 13:07:17,939 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.35, 0.45, 0.2], "view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but trending downward from recent highs. MACD (2.292) remains below signal line (3.490) showing bearish momentum. Price has declined from recent peak of 286.19 to 274.61, with resistance near 287.36. Stochastic at 16.8 suggests oversold conditions but momentum remains weak. Recent volatility and failed breakout attempt suggest potential for further downside."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.07326523661613464, 1.4279842913150786, 0.04186584949493408], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
2025-12-16 13:07:33,812 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 13:07:39,512 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.25, "sell_confidence": 0.45, "hold_confidence": 0.3, "next_day_view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but trending downward from overbought levels. MACD (2.292) remains below signal line (3.490) showing bearish momentum. Price rejected at upper Bollinger Band recently and volume is below average. Recent pattern shows resistance around 286 level with subsequent decline to current 274.61, suggesting near-term weakness."}}
2025-12-16 13:07:39,518 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.25, 0.45, 0.3], "view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but trending downward from overbought levels. MACD (2.292) remains below signal line (3.490) showing bearish momentum. Price rejected at upper Bollinger Band recently and volume is below average. Recent pattern shows resistance around 286 level with subsequent decline to current 274.61, suggesting near-term weakness."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.0523323118686676, 1.4279842913150786, 0.06279877424240111], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
2025-12-16 13:21:42,005 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 13:21:46,970 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.35, "sell_confidence": 0.25, "hold_confidence": 0.4, "next_day_view": "HOLD", "explanation": "RSI at 50.1 is neutral, MACD declining but above signal, recent volatility and mixed signals suggest consolidation; no strong directional bias."}}
2025-12-16 13:21:46,975 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.35, 0.25, 0.4], "view": "HOLD", "explanation": "RSI at 50.1 is neutral, MACD declining but above signal, recent volatility and mixed signals suggest consolidation; no strong directional bias."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.07326523661613464, 1.3861184418201447, 0.08373169898986817], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
2025-12-16 13:22:22,359 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 13:22:27,429 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.35, "sell_confidence": 0.4, "hold_confidence": 0.25, "next_day_view": "SELL", "explanation": "RSI at 50.1 is neutral but declining from overbought levels. MACD is falling and below its signal line, indicating weakening momentum. Price is near the lower Bollinger Band (BBL=266.52, Close=274.61), suggesting potential support but recent downtrend and high volatility favor a short-term bearish bias."}}
2025-12-16 13:22:27,434 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.35, 0.4, 0.25], "view": "SELL", "explanation": "RSI at 50.1 is neutral but declining from overbought levels. MACD is falling and below its signal line, indicating weakening momentum. Price is near the lower Bollinger Band (BBL=266.52, Close=274.61), suggesting potential support but recent downtrend and high volatility favor a short-term bearish bias."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.07326523661613464, 1.4175178289413453, 0.0523323118686676], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
2025-12-16 13:22:31,477 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 13:22:37,159 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.25, "sell_confidence": 0.35, "hold_confidence": 0.4, "next_day_view": "HOLD", "explanation": "RSI at 50.1 indicates neutral momentum, MACD below signal suggests weakening bullish trend, recent volatility and mixed signals support a cautious hold approach."}}
2025-12-16 13:22:37,165 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.25, 0.35, 0.4], "view": "HOLD", "explanation": "RSI at 50.1 indicates neutral momentum, MACD below signal suggests weakening bullish trend, recent volatility and mixed signals support a cautious hold approach."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.0523323118686676, 1.4070513665676116, 0.08373169898986817], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
2025-12-16 13:23:46,018 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 13:23:49,782 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.35, "sell_confidence": 0.45, "hold_confidence": 0.2, "next_day_view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but recent downtrend from overbought levels, MACD declining and below signal line suggesting bearish momentum, price near lower Bollinger Band with potential support test, high volatility and recent sell-offs support cautious outlook."}}
2025-12-16 13:23:49,788 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.35, 0.45, 0.2], "view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but recent downtrend from overbought levels, MACD declining and below signal line suggesting bearish momentum, price near lower Bollinger Band with potential support test, high volatility and recent sell-offs support cautious outlook."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.07326523661613464, 1.4279842913150786, 0.04186584949493408], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
2025-12-16 13:33:23,757 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 13:33:24,604 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.3, "sell_confidence": 0.4, "hold_confidence": 0.3, "next_day_view": "SELL", "explanation": "RSI at 50.1 indicates neutral but leaning oversold, MACD declining below signal suggests weakening momentum, price near lower Bollinger Band may signal oversold but recent downtrend and high volatility support cautious bearish outlook for next day."}}
2025-12-16 13:33:24,609 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.3, 0.4, 0.3], "view": "SELL", "explanation": "RSI at 50.1 indicates neutral but leaning oversold, MACD declining below signal suggests weakening momentum, price near lower Bollinger Band may signal oversold but recent downtrend and high volatility support cautious bearish outlook for next day."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.06279877424240111, 1.4175178289413453, 0.06279877424240111], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
2025-12-16 13:40:26,267 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 13:40:31,607 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.35, "sell_confidence": 0.45, "hold_confidence": 0.2, "next_day_view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but recent trend shows weakness from 286.19 high. Price rejected at upper Bollinger Band resistance, MACD declining below signal line suggests bearish momentum. Stock has shown volatility with recent 4% drop from Dec 2 high, indicating potential for further downside near-term."}}
2025-12-16 13:40:31,613 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.35, 0.45, 0.2], "view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but recent trend shows weakness from 286.19 high. Price rejected at upper Bollinger Band resistance, MACD declining below signal line suggests bearish momentum. Stock has shown volatility with recent 4% drop from Dec 2 high, indicating potential for further downside near-term."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.07326523661613464, 1.4279842913150786, 0.04186584949493408], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
2025-12-16 13:40:48,407 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 13:40:50,127 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.25, "sell_confidence": 0.45, "hold_confidence": 0.3, "next_day_view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but trending downward from recent highs. MACD (2.292) is below signal line (3.490) showing bearish momentum. Price rejected at upper Bollinger Band resistance recently. Recent decline from 286.19 high suggests potential continuation of pullback. Volume patterns show selling pressure on down days."}}
2025-12-16 13:40:50,133 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.25, 0.45, 0.3], "view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but trending downward from recent highs. MACD (2.292) is below signal line (3.490) showing bearish momentum. Price rejected at upper Bollinger Band resistance recently. Recent decline from 286.19 high suggests potential continuation of pullback. Volume patterns show selling pressure on down days."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.0523323118686676, 1.4279842913150786, 0.06279877424240111], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
2025-12-16 13:51:44,348 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 13:51:45,763 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.35, "sell_confidence": 0.3, "hold_confidence": 0.35, "next_day_view": "HOLD", "explanation": "RSI at 50.1 indicates neutral momentum, MACD declining but above signal line suggests weak bullish divergence, recent price near lower Bollinger Band (286.96/266.52) shows potential support, but high volatility and mixed signals warrant caution. Overall, conditions suggest consolidation with slight upward bias but insufficient conviction for strong directional move."}}
2025-12-16 13:51:45,768 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.35, 0.3, 0.35], "view": "HOLD", "explanation": "RSI at 50.1 indicates neutral momentum, MACD declining but above signal line suggests weak bullish divergence, recent price near lower Bollinger Band (286.96/266.52) shows potential support, but high volatility and mixed signals warrant caution. Overall, conditions suggest consolidation with slight upward bias but insufficient conviction for strong directional move."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.07326523661613464, 1.3965849041938783, 0.07326523661613464], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
2025-12-16 13:52:00,026 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 13:52:06,810 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.25, "sell_confidence": 0.45, "hold_confidence": 0.3, "next_day_view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but trending down from overbought levels. MACD declining (2.292 vs 3.490 signal) shows weakening bullish momentum. Price near lower Bollinger Band (274.61 vs BBL 266.52) suggests potential support but recent downtrend from 286.19 high indicates selling pressure. Stochastic at 16.8 shows oversold conditions but momentum remains weak. Volume decline suggests lack of strong buying interest."}}
2025-12-16 13:52:06,815 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.25, 0.45, 0.3], "view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but trending down from overbought levels. MACD declining (2.292 vs 3.490 signal) shows weakening bullish momentum. Price near lower Bollinger Band (274.61 vs BBL 266.52) suggests potential support but recent downtrend from 286.19 high indicates selling pressure. Stochastic at 16.8 shows oversold conditions but momentum remains weak. Volume decline suggests lack of strong buying interest."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.0523323118686676, 1.4279842913150786, 0.06279877424240111], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
2025-12-16 13:52:10,202 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 13:52:16,603 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.25, "sell_confidence": 0.35, "hold_confidence": 0.4, "next_day_view": "HOLD", "explanation": "RSI (50.1) is neutral, MACD (2.292) is above signal (3.490) but both declining, price near lower Bollinger Band (266.52) suggests potential support, but recent downtrend and low StochK (16.8) indicate weakness. Mixed signals with slight bearish bias, favoring hold."}}
2025-12-16 13:52:16,608 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.25, 0.35, 0.4], "view": "HOLD", "explanation": "RSI (50.1) is neutral, MACD (2.292) is above signal (3.490) but both declining, price near lower Bollinger Band (266.52) suggests potential support, but recent downtrend and low StochK (16.8) indicate weakness. Mixed signals with slight bearish bias, favoring hold."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.0523323118686676, 1.4070513665676116, 0.08373169898986817], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
2025-12-16 13:52:21,563 | INFO | HTTP Request: POST https://openrouter.ai/api/v1/chat/completions "HTTP/1.1 200 OK"
2025-12-16 13:52:27,341 | INFO | {"ticker": "AAPL", "payload": {"buy_confidence": 0.35, "sell_confidence": 0.45, "hold_confidence": 0.2, "next_day_view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but trending down from overbought levels. MACD (2.292) below signal line (3.490) shows bearish momentum. Price near upper Bollinger Band (286.96) suggests potential resistance. Recent decline from 286.19 high and weak volume support cautious bearish outlook for next session."}}
2025-12-16 13:52:27,346 | INFO | {"ticker": "AAPL", "lstm": {"vector": [0.0, 1.0, 0.0], "label": "SELL"}, "llm": {"vector": [0.35, 0.45, 0.2], "view": "SELL", "explanation": "RSI at 50.1 indicates neutral momentum but trending down from overbought levels. MACD (2.292) below signal line (3.490) shows bearish momentum. Price near upper Bollinger Band (286.96) suggests potential resistance. Recent decline from 286.19 high and weak volume support cautious bearish outlook for next session."}, "combiner": {"alpha": 0.2093292474746704, "beta": 1.333786129951477, "vector": [0.07326523661613464, 1.4279842913150786, 0.04186584949493408], "label": "SELL"}, "trade": {"status": "DRY_RUN", "symbol": "AAPL", "side": "sell", "qty": 1}}
